feature	Akkermansia	Alistipes	Anaerostipes	Anaerotruncus	Bacteroides	Barnesiella	Blautia	Butyricicoccus	Catabacter	Clostridium_sensu_stricto_1	Coprobacter	Coprococcus_2	Dielma	Eisenbergiella	Epulopiscium	Erysipelatoclostridium	Escherichia-Shigella	Eubacterium	Faecalibacterium	Flavonifractor	Fusicatenibacter	Halomonas	Holdemania	Hungatella	Lachnoclostridium	Lachnospiraceae_ND3007_group	Odoribacter	Parabacteroides	Paraprevotella	Roseburia	Ruminiclostridium_5	Ruminiclostridium_9	Ruminococcaceae_UCG-004	Ruminococcaceae_UCG-013	Ruminococcaceae_UCG-014	Ruminococcus_1	Ruminococcus_2	Subdoligranulum	[Clostridium]_innocuum_group	[Eubacterium]_coprostanoligenes_group	[Eubacterium]_fissicatena_group	[Eubacterium]_rectale_group	[Eubacterium]_xylanophilum_group	[Ruminococcus]_gauvreauii_group	[Ruminococcus]_gnavus_group	uncultured	uncultured_1	uncultured_2	uncultured_bacterium
A36	0.0538914148167959	0.0073549077293394	NA	NA	0.820272800213961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00240706071142017	0.0072211821342605	NA	NA	0.000668627975394491	NA	NA	NA	0.0140411874832843	0.00106980476063118	NA	NA	0.0141749130783632	NA	NA	0.000401176785236694	NA	NA	0.00147098154586788	NA	NA	NA	NA	0.0121690291521797	NA	0.00374431666220915	NA	NA	0.00173843273602568	0.0544263171971115	0.00441294463760364	0.000534902380315592	NA	NA
A37	0.0268895114803723	0.00631178952114127	NA	0.000772872186262197	0.723472772356938	NA	0.00180336843461179	NA	NA	NA	NA	NA	0.00106269925611052	0.000676263162979422	NA	NA	0.0104015715067787	0.0160693008727015	NA	NA	NA	NA	0.000837278201784047	0.0147167745467427	0.00837278201784047	NA	NA	0.151772775577239	NA	NA	NA	NA	NA	0.00908124818858081	NA	0.00125591730267607	NA	0.0104015715067787	0.00705245869964255	NA	NA	0.00167455640356809	NA	0.00132032331819792	NA	0.00460503010981226	0.00144913534924162	NA	NA
A39	0.0548928238583411	0.0251630941286114	NA	0.000838769804287046	NA	NA	0.00475302889095993	NA	NA	NA	NA	NA	0.00205032618825722	0.00479962721342032	NA	0.0285647716682199	0.018452935694315	0.0186393289841566	NA	NA	NA	NA	0.00195712954333644	0.0124417520969245	0.0890027958993476	NA	NA	0.639841565703635	NA	NA	NA	NA	NA	0.0129077353215284	NA	0.0138863000931966	NA	0.0225535880708294	0.0260018639328984	0.000605778191985088	NA	0.0128145386766076	NA	0.00838769804287046	NA	0.00144454799627213	NA	NA	NA
A111	0.0139348370927318	0.00766917293233083	NA	NA	0.938245614035088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00275689223057644	NA	NA	NA	NA	NA	NA	0.0043609022556391	NA	NA	NA	0.00671679197994987	NA	NA	NA	NA	NA	0.0025062656641604	NA	NA	NA	NA	0.00586466165413534	NA	0.00295739348370927	NA	NA	0.00481203007518797	0.00721804511278195	0.00100250626566416	0.00195488721804511	NA	NA
A13	0.0540830611292581	0.0173121791880541	NA	0.00354643023798413	0.0777414839010733	NA	0.014699020065329	NA	NA	NA	NA	NA	0.00499300046663556	0.00853943070461969	NA	0.0079794680354643	0.0355576294913672	0.0303779748016799	NA	NA	NA	NA	0.00354643023798413	0.0104993000466636	0.00783947736817545	NA	NA	0.522398506766216	NA	NA	0.000326644890340644	0.00457302846476902	NA	0.0231917872141857	NA	0.0574428371441904	NA	0.0701353243117126	0.0186654223051797	0.00172655156322912	NA	0.020205319645357	NA	0.00429304713019132	NA	NA	0.000326644890340644	NA	NA
A14	0.0966122961104141	0.0818199828303507	NA	NA	0.294063263554117	NA	NA	NA	NA	0.00515089480287922	NA	NA	NA	NA	0.0110942349600475	0.00832067622003566	0.0273393647229743	NA	NA	NA	NA	NA	NA	0.0816218714917784	0.00495278346430694	NA	0.00396222677144555	NA	NA	NA	0.00171696493429307	NA	0.0017830020471505	0.0543485438816615	NA	NA	NA	NA	0.0758766426731823	NA	0.00950934425146933	NA	NA	0.018292280261507	0.201016971538004	0.0200752823086575	0.00191507627286535	NA	0.000528296902859407
A16	0.105409223937834	0.0107478050257342	NA	0.000857806034917752	0.376274094257745	NA	0.00691290745786659	NA	NA	NA	NA	NA	0.00544959128065395	0.00423857099606418	NA	0.00146331617721264	0.0280048440811384	0.0207891815521243	NA	0.00121102028458977	NA	NA	0.00343122413967101	0.0745786658593198	0.0113533151680291	NA	NA	0.174689676052074	NA	NA	0.00252295892622868	0.00610556060147341	NA	0.0045917852457362	NA	0.000706428499344031	NA	0.0771520839640731	0.0315369865778585	NA	NA	0.00883035624180038	NA	0.00797255020688263	NA	0.0193763245534363	0.0157937228781915	NA	NA
A17	0.110026137988854	0.0122799230655422	NA	0.00172609360359027	0.347290033042363	NA	0.0097647581003107	NA	NA	NA	NA	NA	0.00360013808748829	0.00364945504759087	NA	0.00226858016471865	0.0266804754154954	0.0168664003550821	NA	0.00202199536420575	NA	NA	0.00152882576317996	0.0468511120974503	0.129161118508655	NA	NA	0.104897174138186	NA	NA	0.00330423632687281	NA	NA	0.0097647581003107	NA	NA	0.00754549489569463	0.0845292696158209	0.0417221482467821	0.00172609360359027	NA	0.00981407506041328	NA	0.00867978497805395	NA	0.0100113429008236	0.0042905755289244	NA	NA
A18	0.038221902707884	0.0289360172537743	NA	NA	0.817816918284208	NA	NA	NA	NA	0.00305535585909418	NA	NA	NA	NA	0.001078360891445	0.0155763239875389	0.00155763239875389	NA	NA	0.000179726815240834	NA	NA	NA	0.0253414809489576	0.00149772346034028	NA	0.000658998322549724	NA	NA	NA	0.000359453630481668	NA	0.000299544692068057	0.00473280613467529	NA	NA	NA	NA	0.0125209681284448	NA	0.00257608435178529	NA	0.0143182362808531	0.00299544692068057	0.0217469446441409	0.00521207764198418	0.000838725137790558	NA	0.000479271507308891
A210	0.140591204037491	0.0080417059508624	NA	NA	0.329543563862237	NA	NA	NA	NA	0.00637790471964949	NA	NA	NA	NA	0.00549054406300261	0.0025511618878598	0.0546281404248239	NA	NA	NA	NA	NA	NA	0.0554600410404304	0.00809716599190283	NA	NA	NA	NA	NA	0.00360490266762797	NA	0.00349398258554711	0.0363817869225223	NA	NA	0.00166380123121291	NA	0.038267428317897	NA	0.0104819477566413	NA	0.0145305307525928	0.0174699129277356	0.247019022794077	0.0127003493982586	0.00360490266762797	NA	NA
A22	0.0531648327704543	0.0245124741257218	NA	0.00152522061226713	0.222791153720449	NA	0.00691796491992592	NA	NA	NA	0.00070813814140974	NA	0.00239677524784835	0.0058285216254494	NA	0.00098049896502887	0.0227148926898355	0.0271271380324654	NA	NA	NA	NA	0.00463013400152522	0.0123651813923085	0.0180847586883103	NA	NA	0.440843229109925	NA	NA	0.000326832988342957	NA	NA	0.0236953916548644	NA	0.0360061008824491	NA	0.0571957729600174	0.0143806514870901	0.000272360823619131	0.000435777317790609	0.0150887896284998	0.001252859788648	0.00413988451901079	NA	0.00179758143588626	0.000817082470857392	NA	NA
A24	0.0400199476374517	0.0113452188006483	0.00760503677845655	NA	0.705897020321656	0.00261812741553422	0.0650791671861364	NA	NA	NA	NA	0.000249345468146116	NA	NA	NA	0.000124672734073058	0.00411420022441092	NA	0.00112205460665752	NA	NA	NA	NA	0.00660765490587209	0.0053609275651415	0.00673232763994514	0.00174541827702282	0.032165565390849	0.0135893280139633	0.0286747288368034	0.000748036404438349	NA	0.00311681835182646	0.0068570003740182	NA	NA	NA	0.0223164193990774	0.0178282009724473	NA	0.000124672734073058	NA	NA	0.00822840044882184	NA	0.00137140007480364	0.00274280014960728	0.00324149108589951	0.000374018202219175
A26	0.127624107933531	0.0217742355576392	NA	0.00427150075532635	0.112725946762515	NA	0.0155753503151534	NA	0.000156274417877793	0.00208365890503725	0.000989737979892692	NA	0.00265666510392249	0.00979319685367505	NA	0.00890764181903422	0.0254727301140803	0.0176590092201907	NA	0.00135437828827421	NA	0.000208365890503725	0.00244829921341876	0.0259936448403396	0.068812835338855	NA	NA	0.269729645257071	NA	NA	0.00119810387039642	NA	NA	0.018127832473824	NA	0.082460801166849	NA	0.105901963848518	0.0326092618638329	0.00119810387039642	0.00255248215867063	0.0243788091889358	NA	0.00692816585924884	NA	0.00583424493410429	0.000312548835755587	NA	0.000260457363129656
A27	0.0813821484319569	0.0165318575280261	0.0126294877252732	NA	0.575280261104016	0.0065276003973322	0.0679012345679012	NA	NA	NA	0.000851426138782461	0.000780473960550589	NA	0.00241237405988364	NA	0.00141904356463743	0.0065276003973322	NA	0.000638569604086846	0.00127713920817369	0.00120618702994182	NA	NA	0.0164609053497942	0.00823045267489712	0.0092947353483752	0.00305094366397048	0.0335603803036753	0.012700439903505	0.032070384560806	0.000851426138782461	NA	0.0032638001986661	0.00908187881367958	NA	NA	NA	0.0368951326805733	0.0148999574286931	NA	0.00205761316872428	NA	NA	0.0217823187171846	NA	0.00340570455512984	0.00815950049666525	0.00808854831843338	0.000780473960550589
A33	0.0267439092135545	0.0143639393698913	0.00841203079120705	NA	0.670661058646139	0.00349178636616142	0.0811840330132529	NA	NA	NA	0.00190461074517895	NA	NA	0.000476152686294739	NA	0.00944369494484565	0.00476152686294738	NA	0.000872946591540354	0.000396793905245615	0.0353940163479089	NA	NA	0.00730100785651932	0.0072216490754702	0.0020633283072772	0.00341242758511229	0.0127767637489088	0.0134909927783509	0.00745972541861757	0.000793587810491231	NA	0.0020633283072772	0.00658677882707722	NA	NA	0.000317435124196492	0.0368224744067931	0.005158320768193	NA	0.000555511467343862	NA	NA	0.0256328862788668	NA	0.00126974049678597	0.00420601539560352	0.00388858027140703	0.000872946591540354
A35	0.0762427319629842	0.0168700352141512	NA	0.00417656211612481	0.198755220702645	NA	0.0167881418393252	NA	0.00024568012447793	0.00638768323642617	0.00311194824338711	NA	0.00303005486856113	0.00556874948816641	NA	0.0289902546883957	0.0120383260994186	0.0158054213414135	NA	0.000982720497911719	NA	0.00131029399721563	0.00188354762099746	0.0236671853247072	0.0401277536647285	NA	NA	0.409548767504709	NA	NA	0.000900827123085742	NA	NA	0.0100728851035951	NA	0.0319384161821309	NA	0.0407829006633363	0.024649905822619	NA	0.000982720497911719	0.0136761935959381	NA	0.00671525673573008	NA	0.00434034886577676	0.000409466874129883	NA	NA
A38	0.0480756600551688	0.0176014711677394	0.0107710495205569	NA	0.697753842112177	0.0055825561539472	0.0477472743990542	NA	NA	NA	0.00282411664258505	NA	NA	0.000525417049783265	NA	NA	0.00505713910416393	NA	NA	0.000591094181006174	NA	NA	NA	0.010048601077105	0.00919479837120715	0.0040063050045974	0.00315250229869959	0.0353342965979246	0.0130040719821358	0.0254170497832655	0.00118218836201235	NA	0.00177328254301852	0.00440036779193485	NA	NA	NA	0.0222645474845659	0.00308682516747668	NA	0.0015762511493498	NA	NA	0.0133324576382504	NA	0.00210166819913306	0.00459739918560357	0.00899776697753842	NA
